"Time","Angelo South Meadow Air Temp Avg degC","Angelo South Meadow Relative Humidity Avg %","Blue Oak Ranch Air Temp Avg degC","Blue Oak Ranch Relative Humidity Avg %","Bodega Air Temp Avg degC","Bodega Relative Humidity Avg %","Hastings Air Temp Avg degC","Hastings Relative Humidity Avg %"
"2022-01-17 16:00:00",8.07,86.8,14.27,54.56,11.47,89.3,14.53,60.67
"2022-01-17 16:10:00",7.771,88.1,14.23,55.96,11.55,89.8,14.38,61.52
"2022-01-17 16:20:00",7.527,89.3,14.02,56.6,11.53,89.4,14.24,62.17
"2022-01-17 16:30:00",7.337,90.5,13.73,57.46,11.21,89.7,14.21,63.32
"2022-01-17 16:40:00",7.148,91.1,13.1,61.36,11.17,90.3,13.84,63.15
"2022-01-17 16:50:00",6.941,91.5,12.8,62.68,10.88,90.6,13.58,63.73
"2022-01-17 17:00:00",6.853,92.1,12.12,66.17,10.62,91.2,13.34,64.18
"2022-01-17 17:10:00",6.659,92.3,11.32,63.89,10.42,92,12.94,65.74
"2022-01-17 17:20:00",6.529,92.4,10.52,60.12,10.36,92.7,12.53,67.23
"2022-01-17 17:30:00",6.348,92.3,9.68,61.84,10.27,93.3,11.88,71.48
"2022-01-17 17:40:00",6.172,92.5,8.99,68.29,10.2,93.7,11.26,73.86
"2022-01-17 17:50:00",6.054,92.4,8.58,67.68,10.11,94.2,10.87,75.15
"2022-01-17 18:00:00",5.839,92.3,8.06,65.75,9.99,94.4,10.59,76.09
"2022-01-17 18:10:00",5.571,92.5,7.771,67.14,9.61,94.5,10.52,77.28
"2022-01-17 18:20:00",5.523,92.5,7.517,69.16,9.41,94.8,10.36,77.14
"2022-01-17 18:30:00",5.461,92.2,7.184,71.09,9.43,95.2,10.26,78.38
"2022-01-17 18:40:00",5.279,92.2,6.896,71.82,9.25,95.3,10.18,78.93
"2022-01-17 18:50:00",5.158,92.5,6.724,72.41,9.06,95.7,10.09,79.15
"2022-01-17 19:00:00",5.042,92.8,6.35,73.85,9.34,96.3,10.07,79.24
"2022-01-17 19:10:00",4.87,93,6.33,74.93,9.64,96.5,9.98,79.28
"2022-01-17 19:20:00",4.692,93,6.275,74.3,9.74,96.4,9.71,80.1
"2022-01-17 19:30:00",4.56,93.1,6.225,74.31,9.79,96.5,9.37,81.7
"2022-01-17 19:40:00",4.505,92.8,6.083,74.84,9.76,96.6,9.1,82.5
"2022-01-17 19:50:00",4.312,93,6.395,74.53,9.57,96.7,8.84,83.1
"2022-01-17 20:00:00",4.214,93.3,6.681,70.3,9.44,97,8.64,83.9
"2022-01-17 20:10:00",4.098,93.1,6.514,73.79,9.77,97.3,8.48,84.6
"2022-01-17 20:20:00",4.004,93.4,6.756,73.54,9.71,97.3,8.45,84.8
"2022-01-17 20:30:00",3.878,93.3,7.359,72.57,9.61,97.3,8.48,85
"2022-01-17 20:40:00",3.804,93.5,7.693,70.57,9.64,97.4,8.55,85.2
"2022-01-17 20:50:00",3.683,93.4,7.857,73.71,9.8,97.4,8.72,83.9
"2022-01-17 21:00:00",3.56,93.4,7.938,74.26,9.76,97.2,8.9,84
"2022-01-17 21:10:00",3.47,93.3,8.06,74.02,9.59,97,9.02,83.3
"2022-01-17 21:20:00",3.421,93.3,7.9,75.71,9.36,96.9,9.15,82.6
"2022-01-17 21:30:00",3.29,93.1,8.06,76.58,9.35,97.1,9.14,82.9
"2022-01-17 21:40:00",3.186,93.2,8.39,74.57,9.28,97.1,9.13,83
"2022-01-17 21:50:00",3.087,93.2,8.61,72.72,9.38,97.2,9.28,82.4
"2022-01-17 22:00:00",3.022,93.3,8.67,73.79,9.49,97.2,9.46,81.8
"2022-01-17 22:10:00",2.833,93.1,8.67,75.5,9.28,96.9,9.52,81.9
"2022-01-17 22:20:00",2.72,93.2,8.55,77.99,9.07,96.9,9.46,82.3
"2022-01-17 22:30:00",2.651,93.6,8.39,78.26,8.72,96.9,9.51,81.9
"2022-01-17 22:40:00",2.533,93.7,8.2,77.72,8.56,97.1,9.53,82.4
"2022-01-17 22:50:00",2.528,93.7,8.04,77.35,8.53,97.3,9.63,82.7
"2022-01-17 23:00:00",2.497,93.7,7.768,78.55,8.22,97.1,9.68,82.3
"2022-01-17 23:10:00",2.367,93.4,7.413,78.93,8.07,97.7,9.6,82.9
"2022-01-17 23:20:00",2.248,93.1,6.804,81.2,9.18,98.1,9.56,82.8
"2022-01-17 23:30:00",2.125,93.1,6.402,83.4,9.34,97.8,9.58,83.3
"2022-01-17 23:40:00",2.071,93.3,6.315,81.7,9.12,97.6,9.62,82.6
"2022-01-17 23:50:00",1.986,93.5,6.105,84.2,8.68,97.5,9.48,83.1
"2022-01-18 00:00:00",1.939,93.6,5.894,83.5,8.43,97.6,9.24,84.2
"2022-01-18 00:10:00",1.909,93.6,5.542,84.6,8.11,97.5,9.22,84.3
"2022-01-18 00:20:00",1.825,93.5,5.314,84.8,8.02,97.7,9.23,83.7
"2022-01-18 00:30:00",1.754,93.5,5.32,84.5,7.963,97.8,9.23,83.4
"2022-01-18 00:40:00",1.66,93.4,5.287,83.2,7.618,97.6,9.2,83.6
"2022-01-18 00:50:00",1.507,93.4,5.201,82.5,7.42,98,9.12,83.8
"2022-01-18 01:00:00",1.455,93.3,5.056,83.6,7.399,97.9,9,84.4
"2022-01-18 01:10:00",1.349,93.2,5.012,82.9,6.992,97.9,9.01,84.1
"2022-01-18 01:20:00",1.335,93.5,4.935,82.9,7.076,98.1,9.13,83.4
"2022-01-18 01:30:00",1.208,93.4,5.012,82.5,6.808,98.1,9.16,82.9
"2022-01-18 01:40:00",1.083,93.6,5.141,80.8,6.497,97.9,9.13,82.9
"2022-01-18 01:50:00",1.05,93.7,4.88,82.2,5.902,98,9.02,82.5
"2022-01-18 02:00:00",0.992,93.8,4.811,81.8,5.831,98,8.92,82.1
"2022-01-18 02:10:00",0.985,93.8,4.46,84.1,6.219,98.9,8.63,82.3
"2022-01-18 02:20:00",0.89,93.9,4.421,84.1,6.51,98.7,8.41,82.9
"2022-01-18 02:30:00",0.882,93.9,4.153,85.7,6.797,99,8.23,83.5
"2022-01-18 02:40:00",0.795,93.7,4.334,85,7.007,98.9,8.18,83.5
"2022-01-18 02:50:00",0.664,93.5,4.331,85.1,6.926,98.8,8.17,82.9
"2022-01-18 03:00:00",0.61,93.7,4.414,85,6.613,98.5,8.29,84.1
"2022-01-18 03:10:00",0.554,93.8,3.918,87.5,6.315,98.7,8.44,82.9
"2022-01-18 03:20:00",0.459,93.9,3.275,90.5,7.015,99.4,8.38,85.1
"2022-01-18 03:30:00",0.46,93.9,3.84,88.1,8.13,99.5,8.53,86.7
"2022-01-18 03:40:00",0.433,93.8,4.065,87.3,7.768,99,8.27,86.2
"2022-01-18 03:50:00",0.367,93.7,4.426,85.6,7.453,98.9,8.05,86.2
"2022-01-18 04:00:00",0.309,93.7,4.145,86.1,7.334,99,7.964,85.1
"2022-01-18 04:10:00",0.201,93.5,3.636,89,7.462,99.2,7.963,82.8
"2022-01-18 04:20:00",0.149,93.7,3.969,87.3,7.653,99.3,7.278,85.5
"2022-01-18 04:30:00",0.075,93.8,3.9,88.2,7.718,99.1,6.836,86.6
"2022-01-18 04:40:00",0.032,93.8,3.836,89.2,7.358,98.9,6.368,87.3
"2022-01-18 04:50:00",-0.031,93.9,3.425,90.5,7.314,99,5.927,87.9
"2022-01-18 05:00:00",-0.016,94,3.74,90.7,7.458,99.3,5.675,88.1
"2022-01-18 05:10:00",-0.024,94,3.732,90.2,8.04,99.5,5.427,88.5
"2022-01-18 05:20:00",-0.192,93.7,3.776,90.2,8.34,99.4,5.168,88.6
"2022-01-18 05:30:00",-0.227,93.7,3.795,90,8.53,99.1,4.988,89.4
"2022-01-18 05:40:00",-0.292,93.6,3.697,90,8.61,98.9,4.804,89.5
"2022-01-18 05:50:00",-0.355,93.6,3.428,91.8,8.46,98.8,4.697,89.8
"2022-01-18 06:00:00",-0.409,93.7,3.823,89,8.39,98.8,4.572,89.8
"2022-01-18 06:10:00",-0.465,93.7,3.507,90.1,8.32,98.7,4.617,90.2
"2022-01-18 06:20:00",-0.594,93.9,3.321,91.1,7.992,98.5,4.654,90.1
"2022-01-18 06:30:00",-0.638,93.9,3.563,90.6,7.926,98.7,4.674,89.9
"2022-01-18 06:40:00",-0.667,93.9,3.85,88.8,8.07,98.8,4.51,89.7
"2022-01-18 06:50:00",-0.701,93.8,3.731,88.9,8.21,98.9,4.345,89.7
"2022-01-18 07:00:00",-0.751,93.8,3.877,87.9,8.38,98.9,4.241,90.1
"2022-01-18 07:10:00",-0.854,93.7,3.722,88.7,8.62,98.8,4.136,90.2
"2022-01-18 07:20:00",-0.89,93.6,3.868,86.5,8.82,98.5,4.026,90.3
"2022-01-18 07:30:00",-0.891,93.8,4.176,84.6,8.82,98.2,3.877,90.3
"2022-01-18 07:40:00",-0.801,94,4.015,85.5,8.82,98.1,3.76,90.4
"2022-01-18 07:50:00",-0.767,93.9,3.945,86.5,8.84,97.9,3.756,90.4
"2022-01-18 08:00:00",-0.761,93.8,4.087,85.7,8.85,97.7,3.723,90.5
"2022-01-18 08:10:00",-0.724,93.8,4.752,81.8,8.82,97.5,3.854,90.4
"2022-01-18 08:20:00",-0.71,93.9,6.189,76.37,8.81,97.4,3.984,90.2
"2022-01-18 08:30:00",-0.7,93.8,7.237,74.21,8.95,97.4,4.173,89.9
"2022-01-18 08:40:00",-0.697,93.9,8.01,73.47,9.13,97.2,4.384,89.7
"2022-01-18 08:50:00",-0.626,94,9.6,68.5,9.19,96.9,4.816,89.3
"2022-01-18 09:00:00",-0.574,93.9,10.13,65.1,9.14,96.6,5.395,88
"2022-01-18 09:10:00",-0.31,93.9,11.2,62.81,9.14,96.3,6.013,85.1
"2022-01-18 09:20:00",-0.033,93.7,10.99,62.11,9.22,96,7.046,79.7
"2022-01-18 09:30:00",0.246,93.3,11.16,62.15,9.27,95.6,7.9,74.71
"2022-01-18 09:40:00",0.716,93.2,11.25,62.28,9.34,95.2,8.92,69.01
"2022-01-18 09:50:00",1.307,93.3,11.93,61.22,9.61,94.9,9.63,65.56
"2022-01-18 10:00:00",1.942,93.1,12.59,59.44,9.81,94.3,10.5,61.15
"2022-01-18 10:10:00",2.497,92.9,12.73,60.02,10,93.1,11.44,56.62
"2022-01-18 10:20:00",2.726,92.2,12.85,61.24,9.95,92.4,12.23,51.77
"2022-01-18 10:30:00",3.365,92.1,12.99,62.47,10.27,90.8,13.03,50.74
"2022-01-18 10:40:00",4.203,91.7,12.09,68.24,10.18,89.5,13.42,47.52
"2022-01-18 10:50:00",4.967,90.2,11.61,71.52,10.38,88,14.02,44.84
"2022-01-18 11:00:00",5.254,89.2,12.14,69.21,10.65,85.9,14.33,44.05
"2022-01-18 11:10:00",5.599,88.8,12.3,71.02,10.93,84.4,14.38,45.98
"2022-01-18 11:20:00",6.089,88.1,12.01,74.5,11.24,83,14.53,43.98
"2022-01-18 11:30:00",7.043,85.9,13.54,63.53,11.06,81.7,14.58,44.1
"2022-01-18 11:40:00",7.482,85.2,13.55,67.93,11.15,82.2,14.76,45.04
"2022-01-18 11:50:00",8.1,84.2,10.01,83.4,10.58,83.2,14.78,44.24
"2022-01-18 12:00:00",7.841,84.5,9,89.5,10.47,84.4,14.96,44.1
"2022-01-18 12:10:00",7.939,85.9,9.33,88.4,11.34,83.2,15.31,45.68
"2022-01-18 12:20:00",8.48,84.9,10.2,84.7,11.34,81.5,15.6,45.61
"2022-01-18 12:30:00",9.25,82.1,11.39,78.85,11.04,81.8,15.57,46.01
"2022-01-18 12:40:00",9.39,79.9,12.48,73.33,11.04,82.6,15.75,44.82
"2022-01-18 12:50:00",9.42,81.5,12.14,73.77,11.14,83.1,15.75,45.45
"2022-01-18 13:00:00",9.39,81.7,12.45,70.98,11,83.5,16.12,43.87
"2022-01-18 13:10:00",9.09,83.3,14.09,61.57,11.14,83.9,16.14,43.87
"2022-01-18 13:20:00",9.34,83.3,14.2,60.88,11.4,83.3,16.02,42.04
"2022-01-18 13:30:00",9.81,82.3,15.91,50.03,11.28,83,16.07,47.05
"2022-01-18 13:40:00",10.07,81.5,15.96,50.17,10.94,84.2,16.45,49.77
"2022-01-18 13:50:00",10.34,80.8,16.28,50.98,11.02,84.8,16.41,49.21
"2022-01-18 14:00:00",10.41,81.3,16.5,47.35,11.37,83.2,16.17,48.76
"2022-01-18 14:10:00",11.03,74.61,16.55,42.58,10.83,84.4,16.42,46.49
"2022-01-18 14:20:00",10.85,72.83,16.47,39.92,10.99,84.6,16.25,43.75
"2022-01-18 14:30:00",11.18,75.63,15.75,40.86,11.14,84.2,16.28,44.78
"2022-01-18 14:40:00",10.94,73.72,15.88,42.82,11.1,83.4,16.62,43.51
"2022-01-18 14:50:00",10.85,75.41,15.6,46.14,10.68,85.1,16.62,43.24
"2022-01-18 15:00:00",10.7,75.07,14.95,48.04,10.71,86.2,16.95,41.78
"2022-01-18 15:10:00",10.37,75.44,15.07,48.92,10.69,86.6,16.91,39.34
"2022-01-18 15:20:00",9.9,79.98,15.34,48.03,10.82,86.9,17.22,38.98
"2022-01-18 15:30:00",9.73,80.1,14.55,50.21,11.01,86.6,17.32,37.98
"2022-01-18 15:40:00",9.7,80.4,14.75,49.11,10.94,86.3,16.99,38.17
"2022-01-18 15:50:00",9.6,81.7,14.98,48.41,10.84,87.1,17.27,38.36
"2022-01-18 16:00:00",9.32,83.9,14.92,49.48,10.89,87.1,17.45,36.99
"2022-01-18 16:10:00",9.13,84,14.78,51.03,10.83,87.4,17.04,38.73
"2022-01-18 16:20:00",8.79,86.5,14.25,58.26,10.52,88.3,17.33,38.52
"2022-01-18 16:30:00",8.62,86.6,13.55,59.62,10.34,88.6,17.11,39.68
"2022-01-18 16:40:00",8.54,86.8,12.64,62.06,10.3,88.6,16.74,39.91
"2022-01-18 16:50:00",8.23,87.8,12.1,63.79,10.26,88.8,16.45,39.07
"2022-01-18 17:00:00",7.998,89,11.28,69.14,10.18,89.2,15.12,41.32
"2022-01-18 17:10:00",7.838,89.5,10.35,75.56,10.11,89.5,14.03,45.7
"2022-01-18 17:20:00",7.583,90.1,9.47,80.8,10.02,89.6,12.9,50.86
"2022-01-18 17:30:00",7.507,89.8,8.81,83.5,9.82,89.2,12.3,54.16
"2022-01-18 17:40:00",7.339,90.3,8.38,88.3,9.66,89.8,11.49,58.67
"2022-01-18 17:50:00",7.228,90.9,7.774,86.5,9.48,90.1,10.75,62.64
"2022-01-18 18:00:00",7.051,91.1,7.397,85.4,9.24,90.8,9.95,66.92
"2022-01-18 18:10:00",6.947,91,7.125,85.3,9.09,91.2,9.48,68.68
"2022-01-18 18:20:00",6.782,91.2,6.748,89.4,9.08,92,9.09,70.82
"2022-01-18 18:30:00",6.633,91.4,6.59,89,9.36,92.6,8.58,71.91
"2022-01-18 18:40:00",6.584,91.6,6.605,89.2,9.53,92.8,8.14,73.91
"2022-01-18 18:50:00",6.503,91.5,6.374,88.4,9.8,92.9,7.833,75.07
"2022-01-18 19:00:00",6.397,91.9,6.769,84.8,9.73,92.7,7.481,75.45
"2022-01-18 19:10:00",6.238,92,6.39,85.4,9.73,92.9,7.136,77.77
"2022-01-18 19:20:00",6.09,92,6.125,87.6,9.81,93.1,6.882,80.4
"2022-01-18 19:30:00",5.903,92,5.32,90.1,9.75,93.2,6.659,82.1
"2022-01-18 19:40:00",5.676,92.3,5.662,89.3,9.84,93.4,6.392,83.8
"2022-01-18 19:50:00",5.546,92.5,6.291,86.1,9.98,93.4,6.074,83.3
"2022-01-18 20:00:00",5.445,92.5,5.457,88.9,10.04,93.4,5.883,83.7
"2022-01-18 20:10:00",5.331,92.6,5.653,89.5,10,93.4,5.825,84
"2022-01-18 20:20:00",5.293,92.7,6.425,85,9.94,93.6,5.616,84.8
"2022-01-18 20:30:00",5.258,92.7,6.623,85.9,9.78,93.7,5.405,86.1
"2022-01-18 20:40:00",5.169,92.9,6.157,88.2,9.63,94.1,5.272,85.3
"2022-01-18 20:50:00",5.178,92.9,6.232,89.1,9.62,94.5,5.114,84.3
"2022-01-18 21:00:00",5.124,92.7,6.022,89.5,9.55,94.7,5.025,84.7
"2022-01-18 21:10:00",4.997,92.6,5.914,90.6,9.47,94.8,4.891,85.1
"2022-01-18 21:20:00",4.811,92.6,5.496,91.5,9.29,95,4.788,85.4
"2022-01-18 21:30:00",4.709,92.7,5.31,92.8,9.23,95.2,4.711,85.8
"2022-01-18 21:40:00",4.536,92.9,5.519,92.3,8.8,95.1,4.546,85.7
"2022-01-18 21:50:00",4.404,93,5.4,91.4,8.54,95.2,4.403,85.4
"2022-01-18 22:00:00",4.282,93,5.579,91.9,8.03,95.4,4.248,85.9
"2022-01-18 22:10:00",4.17,93.1,5.805,91,8.42,95.8,4.172,85.5
"2022-01-18 22:20:00",4.053,93.3,6.075,90.6,7.42,95.1,4.057,84.7
"2022-01-18 22:30:00",4.058,93.5,6.309,88.9,7.764,96.3,4.03,84.8
"2022-01-18 22:40:00",4.015,93.4,6.344,89.4,7.71,96.1,3.851,84.9
"2022-01-18 22:50:00",3.997,93.3,6.295,89.6,7.776,96.6,3.594,86
"2022-01-18 23:00:00",3.884,93.3,6.292,88.8,7.493,96.3,3.589,85.6
"2022-01-18 23:10:00",3.87,93.4,6.313,89.5,7.592,96.8,3.623,85.6
"2022-01-18 23:20:00",3.814,93.3,6.67,87.9,7.626,96.9,3.86,85.3
"2022-01-18 23:30:00",3.653,93.1,6.26,89.4,8,97.4,3.794,84.5
"2022-01-18 23:40:00",3.569,93.5,6.409,89.7,8,97.2,3.592,84.3
"2022-01-18 23:50:00",3.534,93.5,6.464,88.6,7.953,97.3,3.405,85
"2022-01-19 00:00:00",3.477,93.5,5.846,91.3,7.971,97.3,3.368,85.4
"2022-01-19 00:10:00",3.398,93.5,6.063,90,8.12,97.4,3.37,85.5
"2022-01-19 00:20:00",3.301,93.4,5.86,90.7,8.09,97.3,3.321,86
"2022-01-19 00:30:00",3.202,93.5,5.436,90.8,8.33,97.4,3.287,85.5
"2022-01-19 00:40:00",3.105,93.6,4.546,93.9,8.43,97.2,3.378,85.3
"2022-01-19 00:50:00",3.002,93.5,4.634,95.6,8.34,97.1,3.518,84.3
"2022-01-19 01:00:00",2.897,93.5,5.23,92,8.39,97.1,3.508,84.2
"2022-01-19 01:10:00",2.828,93.5,5.103,91.3,8.47,97.2,3.541,84.1
"2022-01-19 01:20:00",2.742,93.5,4.998,91.2,8.16,97.2,3.45,84.6
"2022-01-19 01:30:00",2.562,93.6,4.982,91,7.96,97.5,3.43,85.7
"2022-01-19 01:40:00",2.461,93.7,4.862,90.4,7.968,97.7,3.411,85.7
"2022-01-19 01:50:00",2.386,93.6,4.717,91.3,7.865,97.7,3.31,86.5
"2022-01-19 02:00:00",2.346,93.7,4.586,91.8,6.874,97.1,3.304,86.9
"2022-01-19 02:10:00",2.244,93.7,4.827,90.1,6.959,97.8,3.241,87.7
"2022-01-19 02:20:00",2.181,93.7,4.22,92.1,6.219,97.5,3.23,88.1
"2022-01-19 02:30:00",2.095,93.8,4.102,93.4,6.544,98.1,3.328,88.4
"2022-01-19 02:40:00",1.991,93.6,4.205,93.5,7.202,98.4,3.456,87.5
"2022-01-19 02:50:00",1.928,93.7,4.195,92.4,7.076,98.1,3.316,87.6
"2022-01-19 03:00:00",1.856,93.7,3.984,92.9,7.206,98.4,3.402,88.1
"2022-01-19 03:10:00",1.769,93.7,3.839,94,7.26,98.4,3.484,87.4
"2022-01-19 03:20:00",1.714,93.6,4.151,92.9,7.226,98.5,3.461,87.5
"2022-01-19 03:30:00",1.611,93.7,3.848,93.4,7.045,98.4,3.438,88
"2022-01-19 03:40:00",1.554,93.7,3.776,94.1,6.862,98.5,3.493,88.1
"2022-01-19 03:50:00",1.495,93.6,3.612,94,6.235,98.3,3.471,88.3
"2022-01-19 04:00:00",1.393,93.6,3.461,95.2,5.337,97.9,3.565,88.2
"2022-01-19 04:10:00",1.349,93.7,3.664,94.6,5.635,98.8,3.428,88.6
"2022-01-19 04:20:00",1.305,93.6,3.857,94.1,5.964,98.9,3.495,89.5
"2022-01-19 04:30:00",1.308,93.7,3.529,94.3,5.925,98.8,3.432,89.3
"2022-01-19 04:40:00",1.268,93.7,3.654,94.5,5.639,98.8,3.282,89.8
"2022-01-19 04:50:00",1.226,93.7,3.83,93.1,6.225,99.4,3.252,90.1
"2022-01-19 05:00:00",1.156,93.8,3.905,92.3,6.418,99.3,3.21,90.7
"2022-01-19 05:10:00",1.122,93.7,3.837,92.6,6.259,99.2,3.233,91.1
"2022-01-19 05:20:00",1.047,93.6,3.931,91,6.23,99.2,3.325,91.4
"2022-01-19 05:30:00",0.988,93.6,3.633,91.5,6.312,99.4,3.351,91.4
"2022-01-19 05:40:00",0.88,93.7,3.409,91.8,6.232,99.3,3.329,91.5
"2022-01-19 05:50:00",0.792,93.6,3.062,94.3,6.066,99.3,3.385,91.5
"2022-01-19 06:00:00",0.721,93.7,3.455,93.2,5.959,99.3,3.435,91.6
"2022-01-19 06:10:00",0.652,93.9,3.774,90.3,5.669,99.3,3.448,91.7
"2022-01-19 06:20:00",0.605,93.9,3.336,92.5,5.807,99.5,3.527,92
"2022-01-19 06:30:00",0.509,93.9,3.606,92.1,5.876,99.5,3.541,91.9
"2022-01-19 06:40:00",0.386,93.9,3.851,89.6,5.61,99.4,3.536,91.9
"2022-01-19 06:50:00",0.378,93.9,4.178,87.1,5.446,99.4,3.535,91.9
"2022-01-19 07:00:00",0.333,93.8,4.128,86.6,4.637,99,3.577,92
"2022-01-19 07:10:00",0.251,93.8,3.804,87.2,4.924,99.5,3.598,92
"2022-01-19 07:20:00",0.133,93.8,3.874,86.2,5.316,99.7,3.609,92
"2022-01-19 07:30:00",0.084,93.9,3.901,86.5,5.089,99.6,3.567,92
"2022-01-19 07:40:00",0.056,93.9,3.914,86,5.127,99.6,3.596,92.1
"2022-01-19 07:50:00",0.037,93.8,3.575,87.4,5.082,99.7,3.584,92.1
"2022-01-19 08:00:00",0.051,93.8,3.611,87.5,5.304,99.8,3.656,92.2
"2022-01-19 08:10:00",0.07,93.8,4.603,82.5,5.543,99.9,3.866,92.5
"2022-01-19 08:20:00",0.142,94,5.305,81.6,6.212,99.9,4.027,92.2
"2022-01-19 08:30:00",0.269,93.9,6.3,79.83,6.85,99.9,4.206,91.8
"2022-01-19 08:40:00",0.293,93.8,7.501,77.58,7.144,99.9,4.459,92.3
"2022-01-19 08:50:00",0.334,93.8,9.41,68.19,7.453,99.9,4.879,92.4
"2022-01-19 09:00:00",0.339,93.8,10.2,69.94,7.906,99.9,5.44,92.5
"2022-01-19 09:10:00",0.362,93.8,10.97,61.62,8.39,99.7,5.99,92.5
"2022-01-19 09:20:00",0.435,93.8,11.38,61.78,9.02,99.4,6.726,91.5
"2022-01-19 09:30:00",0.594,93.8,11.54,62.52,9.3,98.8,7.366,89
"2022-01-19 09:40:00",0.766,93.8,11.76,61.72,9.58,98.4,8.67,80.5
"2022-01-19 09:50:00",1.052,93.9,12.52,57.38,9.71,98,9.75,73.03
"2022-01-19 10:00:00",1.58,94,12.94,56.6,10.08,97.7,10.95,66.99
"2022-01-19 10:10:00",2.348,94.1,13.05,56.65,10.26,97.1,11.35,65.93
"2022-01-19 10:20:00",3.03,93.9,13.02,60.15,10.57,96.6,12.02,61.63
"2022-01-19 10:30:00",4.061,93.8,12.36,66.58,10.52,95.9,12.58,60.1
"2022-01-19 10:40:00",5.102,91.9,11.78,70.46,10.75,95.2,13.3,58.63
"2022-01-19 10:50:00",5.726,90.3,12.48,64.75,11.07,94,13.58,57.28
"2022-01-19 11:00:00",6.495,90,13.59,57.27,11.22,92.8,14.03,54.88
"2022-01-19 11:10:00",7.635,88.5,14.44,55.08,11.32,91.6,14.35,52.82
"2022-01-19 11:20:00",7.807,87.2,15.09,51.66,11.39,90.7,14.7,51.44
"2022-01-19 11:30:00",8.47,85.6,14.98,58.78,11.41,89.9,14.99,49.78
"2022-01-19 11:40:00",9.05,83.8,12.88,69.06,11.34,89.8,15.25,48.51
"2022-01-19 11:50:00",9.59,82.7,12.78,69,11.15,89.6,15.49,47.07
"2022-01-19 12:00:00",10.09,81.3,13.47,61.25,11.18,89.6,15.61,45.26
"2022-01-19 12:10:00",11.08,79.14,14.29,59.77,11.42,89.7,15.64,44.41
"2022-01-19 12:20:00",11.58,77.17,14.24,63.34,11.57,88.9,16.03,44.68
"2022-01-19 12:30:00",11.72,77.23,14.33,61.3,11.86,89,16.28,42.73
"2022-01-19 12:40:00",11.87,77.23,13.12,70,11.81,88.4,16.46,41.62
"2022-01-19 12:50:00",12.06,76.39,12.92,71.38,11.96,88,16.91,39.03
"2022-01-19 13:00:00",12.28,76.13,12.95,69.34,12.08,88.4,17.27,38.8
"2022-01-19 13:10:00",12.67,74.9,14.22,63.32,12.12,88.9,17.43,38.18
"2022-01-19 13:20:00",12.88,72.71,13.78,66.41,12.66,88.6,17.61,38.49
"2022-01-19 13:30:00",13.06,72.44,14.95,54.18,12.71,87.2,17.74,38.84
"2022-01-19 13:40:00",13.5,69.95,15.46,55.2,12.48,86.9,17.85,39.51
"2022-01-19 13:50:00",13.9,68.48,15.09,53.39,12.5,87.7,17.71,39.82
"2022-01-19 14:00:00",14.1,67.5,14.85,52.87,12.73,87.6,17.64,40.13
"2022-01-19 14:10:00",13.68,69.78,14.98,52.92,12.31,88.4,17.73,38.79
"2022-01-19 14:20:00",13.62,69.97,14.79,52.41,11.85,90,17.47,39.22
"2022-01-19 14:30:00",12.88,73.31,15.2,51.97,12.03,91,18,38.62
"2022-01-19 14:40:00",12.2,76.79,14.84,58.77,12.08,91.3,17.6,39.77
"2022-01-19 14:50:00",11.74,78.52,14.79,56.91,12.55,91.4,17.25,40.54
"2022-01-19 15:00:00",11.4,80.1,15.04,57.81,12.58,90.2,17.69,40.58
"2022-01-19 15:10:00",11.12,81.4,13.3,67.51,12.42,90.7,17.49,41.43
"2022-01-19 15:20:00",10.89,82.9,13.01,67.13,12.42,90.8,17.24,43.46
"2022-01-19 15:30:00",10.83,83.6,13.61,63.26,12.3,91.4,17.1,43.59
"2022-01-19 15:40:00",10.89,83.2,13.65,59.86,12.3,91.6,16.93,44.41
"2022-01-19 15:50:00",10.74,84.3,14.37,55.17,12.23,91.8,17.23,43.48
"2022-01-19 16:00:00",10.64,85.1,14.62,55.58,12.17,92.1,17.22,42.92
"2022-01-19 16:10:00",10.43,85.6,14.44,60.47,12.18,92,16.18,45.27
"2022-01-19 16:20:00",10.27,86.5,13.62,65.96,12.05,92.2,15.68,47.2
"2022-01-19 16:30:00",9.9,87.2,13.09,67.16,11.89,92.6,15.78,47.45
"2022-01-19 16:40:00",9.61,88.6,12.89,69.85,11.66,93.1,15.34,47.9
"2022-01-19 16:50:00",9.33,89.2,12.59,71.32,11.48,93.7,15.03,48.27
"2022-01-19 17:00:00",9.01,90.1,11.96,73.84,11.34,94.3,14.26,50.61
"2022-01-19 17:10:00",8.73,90.6,11.05,76.94,11.14,94.8,12.86,55.1
"2022-01-19 17:20:00",8.74,91.3,10.32,79.38,10.98,95.3,11.75,59.67
"2022-01-19 17:30:00",8.52,91.2,9.54,81.8,10.82,95.6,10.84,62.8
"2022-01-19 17:40:00",8.32,91.3,9.01,79.9,10.58,95.9,10.17,65.66
"2022-01-19 17:50:00",8.14,91.7,8.43,79.04,10.41,96.3,9.59,68.5
"2022-01-19 18:00:00",7.952,92,7.791,83.3,10.24,96.6,9.08,70.35
"2022-01-19 18:10:00",7.75,92.1,7.343,81.9,10.42,97.1,8.62,70.46
"2022-01-19 18:20:00",7.556,92.3,7.398,79.18,10.59,97.2,8.2,72.78
"2022-01-19 18:30:00",7.392,92.5,7.21,81,10.3,97.3,8.13,74.23
